basområde,tid,Barnfattigdom,Behöriga gymnasiets yrkesprogram,Bilinnehav,Boende per hushåll,Bostadsrätt,Ej självförsörjande,Ekonomiskt bistånd totalt,Ensamstående hushåll,Flera bilar,Folkmängd,Förgymnasial utbildning,Förgymnasial utbildning kvinnor,Förgymnasial utbildning män,Förvärvsinkomst (tkr),Förvärvsinkomst (tkr) kvinnor,Förvärvsinkomst (tkr) män,Gini-koefficient,Gymnasieexamen inom 3-5 år,Hyresrätt,Ingår,Inskrivna arbetslösa,Inskrivna förskolebarn,Kvarboende minst ett år,Kvarboende minst fem år,Kvarboende minst tre år,Kvinnors andel förvärvsinkomst,Kvinnors andel nettoinkomst,Kvm per hushåll,Kvm per person,Kvot mellan dag- och nattbefolkning,Kvot mellan in- och utflyttning inom kommunen,Kvot mellan in- och utflyttning inom kommunen av förvärvsarbetande,Kvot mellan in-och utflyttning totalt,Kvot mellan inrikes in- och utflyttning av förvärvsarbetande,Kön,Låg ekonomisk standard,Låg inkomststandard,Lång eftergymnasial utbildning,Långvarigt ekonomiskt bistånd,Meritvärde grundskolan,Nettoinkomst (tkr),Nettoinkomst (tkr) kvinnor,Nettoinkomst (tkr) män,"Nettoinkomst, andel",Ohälsotal 50-64 år,Index: Samlat SEI (16 indikatorer),SEIsnitt medel,Skolungdomar 6-15 år,Små bostäder,Sysselsättningsgrad,Sysselsättningsgrad kvinnor,Sysselsättningsgrad män,Trångbodda hushåll,UVAS,Utländsk bakgrund,Utländsk bakgrund kvinnor,Utländsk bakgrund män,Utrikes födda,Valdeltagande,Äganderätt,Äldre 80+ år,Befolkning 0-19 år,Befolkning 20-64 år,Befolkning 65+ år,Befolkningsförändring,Bostadsrätter,Bostäder,Döda,Födda,Förgymnasial utb,Förvärvsarbetande dagbefolkning,Förvärvsarbetande nattbefolkning,Gymnasial utb,Hushåll,Hushåll ensamstående,Hushåll sammanboende,Hushåll övriga,Hyresrätter,Inflyttning,Inflyttning annat län,Inflyttning av förvärvsarbetande från annat basområde,Inflyttning egen kommun,Inflyttning inom länet,Invandring,Invånarantal,Kort eftergymnasial utb,Lång eftergymnasial utb,Nybyggda bostadsrätter,Nybyggda bostäder,Nybyggda hyresrätter,Nybyggda äganderätter,Uppgift saknas utb,Utflyttning,Utflyttning annat län,Utflyttning av förvärvsarbetande till annat basområde,Utflyttning egen kommun,Utflyttning inom länet,Utvandring,Äganderätter,Försörjningskvot,Nettopendling,Inrikes inflyttning,Inrikes utflyttning,Flyttningsnetto,Flyttningsnetto inom kommunen,Inrikes flyttningsnetto,Migrationsnetto,Födelseöverskott,Nettoflyttning förvärvsarbetande,Index: Ekonomisk Utsatthet,Index: Socialt & Humankapital,Index: Fysisk Bostadssegregation,Index: Demografisk Koncentration,KodNyko4,Stadsdelskod_(Nyko3),Stadsdel,Karaktär_bas,Karaktär_detalj,SEI_indikatorer16,Inkluderad,Områdestyp
Fridhem,2020,25.8,90.9,38.6,1.64,44.06,35.7,2.8,70.8,3.6,1329.0,4.93,3.051,5.136,302.5,268.8,336.3,0.327,90.5,54.4,1.0,5.4,82.5,75.771,35.139,47.63,79.929,81.726,71.2,43.3,0.116,0.939,0.96,1.018,1.062,47.705,20.6,7.7,44.366,2.0,248.0,222.1,201.7,246.8,86.86,32.8,2.875,3.0,2.182,55.9,68.511,67.756,69.159,7.8,4.3,14.522,14.334,12.063,11.136,90.85,0.108,5.117,107.0,994.0,228.0,13.0,449.0,1133.0,8.0,16.0,49.0,83.0,715.0,259.0,926.0,656.0,223.0,47.0,683.0,334.0,83.0,119.0,215.0,26.0,10.0,1329.0,233.0,441.0,,128.0,128.0,,12.0,328.0,78.0,124.0,229.0,16.0,5.0,1.0,0.337,-632.0,109.0,94.0,6.0,-14.0,15.0,5.0,8.0,-5.0,1.146,-0.977,5.788,-0.262,1314.0,131.0,Gottfridsberg,Stadsdel,Inre staden,3,1,Standard
Fridhem,2021,25.0,90.9,38.2,1.38,49.657,41.6,2.2,73.9,3.1,1404.0,4.167,2.714,5.373,297.9,268.7,332.0,0.348,91.0,49.4,1.0,4.2,81.0,71.652,33.476,46.154,80.934,83.876,58.9,42.8,0.105,1.257,1.241,1.189,1.155,47.578,22.9,7.7,44.223,1.5,274.0,228.5,211.2,251.8,85.102,38.5,2.8,3.0,2.279,59.9,68.75,68.267,69.151,5.9,2.4,13.034,14.521,11.685,10.185,90.85,0.098,4.772,107.0,1056.0,241.0,75.0,577.0,1136.0,7.0,10.0,44.0,81.0,772.0,294.0,1021.0,755.0,228.0,38.0,557.0,453.0,130.0,144.0,274.0,40.0,9.0,1404.0,244.0,467.0,,128.0,128.0,,7.0,381.0,99.0,116.0,218.0,55.0,9.0,2.0,0.33,-691.0,170.0,154.0,72.0,56.0,16.0,0.0,3.0,28.0,1.149,-0.725,5.899,-0.448,1314.0,131.0,Gottfridsberg,Stadsdel,Inre staden,3,1,Standard
Fridhem,2022,23.6,100.0,37.1,1.39,49.416,42.9,2.0,72.7,2.8,1426.0,3.604,2.174,4.861,306.0,261.7,347.6,0.35,84.5,49.6,1.0,2.8,88.0,75.806,30.926,44.25,75.288,80.784,58.5,42.1,0.096,1.07,0.983,1.02,0.892,49.158,22.3,7.6,42.606,1.7,238.5,234.5,214.4,265.4,83.93,33.6,3.438,3.0,2.314,60.4,68.854,68.182,69.444,6.1,2.6,13.394,14.551,12.276,11.01,90.07,0.097,4.769,96.0,1082.0,248.0,22.0,588.0,1136.0,1.0,15.0,39.0,76.0,794.0,289.0,1028.0,747.0,242.0,39.0,546.0,350.0,117.0,114.0,199.0,21.0,13.0,1426.0,280.0,461.0,,128.0,128.0,,13.0,343.0,121.0,116.0,186.0,35.0,1.0,2.0,0.318,-718.0,138.0,156.0,7.0,13.0,-18.0,12.0,14.0,-2.0,1.228,-1.101,5.743,-0.397,1314.0,131.0,Gottfridsberg,Stadsdel,Inre staden,3,1,Standard
Fridhem,2023,27.5,100.0,35.3,1.37,50.43,43.9,1.62,73.5,2.9,1430.0,3.364,2.312,4.303,317.6,274.3,356.7,0.349,84.5,48.5,1.0,2.6,81.0,79.79,31.678,46.573,76.899,82.495,58.2,42.6,0.08,1.0,1.076,1.01,0.973,49.161,22.1,5.7,41.636,1.18,214.0,243.9,226.2,274.2,82.959,38.0,2.733,3.0,2.238,60.8,69.727,71.291,68.33,5.3,1.9,13.007,13.94,12.105,10.35,90.07,0.096,4.545,83.0,1100.0,247.0,4.0,588.0,1136.0,7.0,8.0,37.0,65.0,816.0,291.0,1047.0,770.0,238.0,39.0,546.0,317.0,105.0,113.0,179.0,24.0,9.0,1430.0,305.0,458.0,,128.0,128.0,,9.0,314.0,106.0,105.0,179.0,24.0,5.0,2.0,0.3,-751.0,129.0,130.0,3.0,0.0,-1.0,4.0,1.0,8.0,1.192,-0.745,5.517,-0.489,1314.0,131.0,Gottfridsberg,Stadsdel,Inre staden,3,1,Standard
Fridhem,2024,26.087,60.0,35.2,1.35,50.707,44.4,1.68,74.3,2.7,1435.0,3.116,2.941,3.27,336.5,283.1,381.5,0.329,84.5,48.3,1.0,3.5,91.0,79.443,33.24,53.449,74.207,81.003,58.3,43.0,0.089,1.048,0.908,1.0,0.958,48.78,20.979,5.6,45.096,0.95,221.5,261.1,237.5,293.2,84.117,40.4,2.875,3.0,2.091,60.6,65.628,65.882,65.404,5.4,2.6,13.031,14.429,11.701,10.244,90.07,0.094,4.808,90.0,1091.0,254.0,5.0,589.0,1137.0,5.0,10.0,34.0,68.0,767.0,282.0,1061.0,788.0,236.0,37.0,546.0,322.0,115.0,99.0,176.0,29.0,2.0,1435.0,276.0,492.0,,128.0,128.0,,7.0,322.0,116.0,109.0,168.0,32.0,6.0,2.0,0.315,-699.0,144.0,148.0,0.0,8.0,-4.0,-4.0,5.0,-10.0,1.345,-0.663,5.543,-0.51,1314.0,131.0,Gottfridsberg,Stadsdel,Inre staden,3,1,Standard
Fridhem,2025,26.087,60.0,35.6,1.37,50.332,44.4,1.68,73.22,2.7,1448.0,3.264,2.879,3.608,336.5,283.1,381.5,0.329,84.5,48.7,1.0,3.565,91.0,78.039,35.152,55.041,74.207,81.003,58.3,42.5,0.089,1.0,1.019,1.031,1.199,49.171,20.979,5.6,46.147,0.95,221.5,261.1,237.5,293.2,84.117,35.1,2.933,3.0,2.141,60.7,65.628,65.882,65.404,6.2,2.6,14.227,16.573,11.957,10.773,90.07,0.095,5.318,97.0,1103.0,248.0,13.0,589.0,1137.0,12.0,14.0,36.0,68.0,767.0,261.0,1053.0,771.0,246.0,36.0,546.0,366.0,119.0,108.0,206.0,32.0,9.0,1448.0,287.0,509.0,,128.0,128.0,,10.0,355.0,111.0,106.0,206.0,32.0,6.0,2.0,0.313,-699.0,151.0,143.0,11.0,0.0,8.0,3.0,2.0,2.0,1.273,-0.956,5.964,-0.392,1314.0,131.0,Gottfridsberg,Stadsdel,Inre staden,3,1,Standard
Fridsberg,2015,0.8,100.0,79.9,2.65,22.951,10.1,0.0,21.3,16.3,482.0,0.356,0.806,0.813,445.5,397.3,500.8,0.297,85.0,2.2,1.0,1.1,86.0,93.241,75.149,83.897,79.333,84.581,121.7,45.9,0.04,0.5,1.0,0.5,0.824,49.378,2.3,0.2,60.142,0.0,257.0,338.9,307.2,363.2,151.092,7.6,5.875,5.0,13.278,1.1,89.68,92.908,86.429,0.5,2.3,9.336,8.861,8.607,7.261,90.07,74.317,2.697,127.0,281.0,74.0,-25.0,44.0,184.0,2.0,3.0,1.0,11.0,276.0,54.0,183.0,39.0,139.0,5.0,4.0,26.0,3.0,11.0,17.0,3.0,3.0,482.0,56.0,169.0,,,,,1.0,52.0,14.0,11.0,34.0,3.0,1.0,136.0,0.715,-265.0,6.0,17.0,-26.0,-17.0,-11.0,2.0,1.0,0.0,-3.046,-2.891,-3.257,-0.655,1317.0,131.0,Gottfridsberg,Stadsdel,Yttre staden,6,1,Standard
Fridsberg,2016,0.8,100.0,79.9,2.65,23.37,10.1,0.0,19.6,16.3,491.0,0.356,0.806,0.813,454.9,407.1,506.6,0.316,86.0,2.2,1.0,1.1,82.0,93.241,75.149,83.897,80.359,83.796,121.7,45.9,0.043,1.545,2.25,1.1,1.571,49.287,1.6,0.2,59.786,0.0,232.0,337.8,307.7,367.2,147.19,7.6,5.875,5.0,14.053,1.1,90.036,91.176,88.966,0.5,2.3,9.369,8.861,8.607,6.925,90.07,73.913,2.648,130.0,281.0,80.0,9.0,44.0,184.0,1.0,7.0,1.0,12.0,278.0,57.0,184.0,36.0,143.0,5.0,4.0,22.0,3.0,9.0,17.0,1.0,1.0,491.0,53.0,168.0,,,,,2.0,20.0,6.0,4.0,11.0,0.0,3.0,136.0,0.747,-266.0,4.0,6.0,2.0,6.0,-2.0,-2.0,6.0,5.0,-3.079,-2.827,-3.247,-0.74,1317.0,131.0,Gottfridsberg,Stadsdel,Yttre staden,6,1,Standard
Fridsberg,2017,0.8,100.0,79.9,2.65,23.37,10.1,0.0,16.8,16.3,503.0,0.357,0.806,0.813,470.8,431.1,514.8,0.305,79.0,2.2,1.0,1.1,87.0,93.241,75.149,83.897,83.741,83.945,121.7,45.9,0.046,1.471,1.167,1.231,1.118,49.702,1.6,0.2,62.143,0.0,237.0,350.7,327.3,389.9,148.602,7.6,6.0,5.0,13.718,1.1,88.571,89.13,88.028,0.5,2.3,9.344,8.861,8.607,6.958,90.07,73.913,2.584,139.0,280.0,84.0,12.0,44.0,184.0,0.0,6.0,1.0,13.0,281.0,51.0,184.0,31.0,146.0,7.0,4.0,32.0,5.0,14.0,25.0,1.0,1.0,503.0,52.0,174.0,,,,,2.0,26.0,5.0,12.0,17.0,1.0,3.0,136.0,0.796,-268.0,6.0,6.0,6.0,8.0,0.0,-2.0,6.0,2.0,-3.042,-2.771,-3.256,-0.8,1317.0,131.0,Gottfridsberg,Stadsdel,Yttre staden,6,1,Standard
Fridsberg,2018,0.8,100.0,79.9,2.65,22.652,10.1,0.0,17.7,16.3,487.0,0.76,0.806,0.813,478.6,435.9,540.4,0.308,79.0,1.7,1.0,1.1,86.0,92.813,74.538,82.957,80.662,81.303,121.7,45.9,0.041,0.5,0.786,0.617,0.733,48.871,0.6,0.2,64.639,0.0,208.0,351.6,323.1,397.4,144.335,7.6,5.75,5.0,14.168,1.1,87.452,87.023,87.879,0.6,2.3,9.651,8.861,8.607,6.982,90.07,75.138,2.464,132.0,263.0,92.0,-16.0,44.0,184.0,2.0,6.0,2.0,11.0,269.0,43.0,181.0,32.0,143.0,6.0,4.0,29.0,12.0,11.0,14.0,2.0,1.0,487.0,47.0,170.0,,,,,1.0,47.0,12.0,14.0,28.0,7.0,0.0,136.0,0.852,-258.0,14.0,19.0,-18.0,-14.0,-5.0,1.0,4.0,-3.0,-3.212,-2.523,-3.331,-0.802,1317.0,131.0,Gottfridsberg,Stadsdel,Yttre staden,6,1,Standard
Fridsberg,2019,0.8,100.0,79.9,2.65,22.652,10.1,0.0,17.7,16.3,485.0,1.533,0.806,0.813,507.5,458.6,553.8,0.303,85.0,1.7,1.0,1.1,88.0,94.433,75.258,82.887,82.81,77.554,121.7,45.9,0.045,0.917,1.077,0.886,1.0,49.485,0.6,0.2,64.751,0.0,237.0,369.3,323.4,417.0,146.257,7.6,5.875,5.0,14.021,0.6,87.739,88.148,87.302,0.6,2.3,9.897,8.861,8.607,7.01,90.07,75.138,3.093,126.0,261.0,98.0,-2.0,44.0,184.0,1.0,4.0,4.0,12.0,268.0,44.0,181.0,32.0,144.0,5.0,4.0,31.0,8.0,14.0,22.0,1.0,0.0,485.0,43.0,169.0,,,,,1.0,35.0,10.0,13.0,24.0,1.0,0.0,136.0,0.858,-256.0,9.0,11.0,-4.0,-2.0,-2.0,0.0,3.0,1.0,-3.194,-2.436,-3.435,-0.821,1317.0,131.0,Gottfridsberg,Stadsdel,Yttre staden,6,1,Standard
Fridsberg,2020,0.8,100.0,79.9,2.65,23.37,10.1,0.0,18.5,16.3,495.0,1.163,0.806,0.813,517.5,467.2,544.9,0.342,92.0,2.2,1.0,1.1,84.0,96.566,75.96,84.848,85.741,80.292,121.7,45.9,0.043,2.0,1.0,1.4,1.125,49.495,1.2,0.2,65.891,0.0,275.0,372.1,330.0,411.0,145.522,7.6,5.7,5.0,14.141,1.1,86.822,88.55,85.039,0.5,2.3,9.495,8.861,8.607,6.667,90.07,73.913,3.232,135.0,258.0,102.0,10.0,44.0,184.0,2.0,6.0,3.0,11.0,256.0,41.0,184.0,34.0,145.0,5.0,4.0,21.0,7.0,5.0,14.0,0.0,0.0,495.0,43.0,170.0,,,,,1.0,15.0,5.0,5.0,7.0,2.0,1.0,136.0,0.919,-245.0,7.0,7.0,6.0,7.0,0.0,-1.0,4.0,0.0,-3.216,-2.444,-3.58,-0.892,1317.0,131.0,Gottfridsberg,Stadsdel,Yttre staden,6,1,Standard
Fridsberg,2021,0.9,100.0,83.5,2.65,23.077,10.1,0.0,18.7,18.1,481.0,0.81,0.806,0.813,535.3,489.8,556.1,0.303,82.0,1.6,1.0,2.9,76.0,94.595,75.676,86.486,88.078,82.294,121.7,45.9,0.043,0.567,0.733,0.702,0.864,49.272,2.3,0.2,66.802,0.0,262.0,378.4,353.7,429.8,140.931,7.6,5.667,5.0,14.137,0.5,89.879,91.129,88.618,0.5,2.3,8.732,8.861,8.607,6.445,90.07,74.725,2.911,128.0,247.0,106.0,-14.0,44.0,184.0,2.0,2.0,2.0,11.0,253.0,44.0,182.0,34.0,144.0,4.0,4.0,33.0,10.0,11.0,17.0,1.0,5.0,481.0,35.0,165.0,,,,,1.0,47.0,11.0,15.0,30.0,5.0,1.0,136.0,0.947,-242.0,11.0,16.0,-14.0,-13.0,-5.0,4.0,0.0,-4.0,-2.67,-2.508,-3.63,-0.983,1317.0,131.0,Gottfridsberg,Stadsdel,Yttre staden,6,1,Standard
Fridsberg,2022,0.9,100.0,81.4,2.66,23.497,12.0,0.0,18.0,15.3,484.0,0.8,0.781,0.82,544.2,496.6,577.8,0.294,69.0,2.2,1.0,1.1,88.0,93.802,75.207,85.95,85.947,84.331,121.0,45.6,0.052,2.25,1.5,1.042,0.8,49.174,1.4,0.2,66.8,0.0,253.0,403.0,371.9,441.0,144.238,11.5,5.688,5.0,12.81,1.1,88.8,89.063,88.525,0.5,4.2,9.298,8.824,9.756,6.612,90.07,73.77,3.099,127.0,250.0,107.0,3.0,44.0,184.0,1.0,3.0,2.0,13.0,248.0,42.0,183.0,33.0,144.0,6.0,4.0,25.0,7.0,9.0,18.0,0.0,0.0,484.0,37.0,167.0,,,,,2.0,24.0,15.0,6.0,8.0,1.0,0.0,136.0,0.936,-235.0,7.0,16.0,1.0,10.0,-9.0,0.0,2.0,3.0,-2.618,-2.565,-3.439,-0.967,1317.0,131.0,Gottfridsberg,Stadsdel,Yttre staden,6,1,Standard
Fridsberg,2023,0.9,100.0,77.5,2.65,23.626,10.7,0.0,17.0,14.8,481.0,1.24,1.563,0.877,573.4,506.2,631.9,0.28,69.0,2.2,1.0,1.9,89.0,94.595,77.755,84.407,80.108,80.365,121.0,45.6,0.06,1.308,1.833,0.933,1.545,50.52,0.6,0.2,69.421,0.0,226.0,435.6,396.6,493.5,148.163,12.3,5.533,5.0,13.721,1.1,92.562,92.969,92.105,0.5,4.4,9.356,9.465,9.244,6.861,90.07,73.626,3.119,126.0,242.0,113.0,-3.0,44.0,183.0,3.0,2.0,3.0,15.0,251.0,37.0,182.0,31.0,146.0,5.0,4.0,28.0,8.0,11.0,17.0,1.0,2.0,481.0,33.0,168.0,,,,,1.0,30.0,13.0,6.0,13.0,1.0,3.0,135.0,0.988,-236.0,9.0,14.0,-2.0,4.0,-5.0,-1.0,-1.0,5.0,-2.506,-2.59,-3.341,-0.956,1317.0,131.0,Gottfridsberg,Stadsdel,Yttre staden,6,1,Standard
Fridsberg,2024,0.0,100.0,78.3,2.69,23.889,12.3,0.0,15.6,16.1,484.0,1.646,1.587,1.709,608.6,538.3,657.6,0.28,69.0,2.2,1.0,1.1,92.0,95.661,79.545,86.57,81.858,79.745,121.0,45.0,0.052,1.556,1.6,1.125,1.125,50.207,0.835,0.2,70.782,0.0,257.0,466.9,425.2,533.2,150.419,12.7,5.688,5.0,13.843,1.1,89.3,90.476,88.034,0.6,3.8,9.504,9.877,9.129,6.818,90.07,73.333,3.719,128.0,243.0,113.0,3.0,44.0,181.0,2.0,3.0,4.0,13.0,248.0,31.0,180.0,28.0,145.0,7.0,4.0,18.0,3.0,8.0,14.0,0.0,1.0,484.0,35.0,172.0,,,,,1.0,16.0,4.0,5.0,9.0,1.0,2.0,133.0,0.992,-235.0,3.0,5.0,2.0,5.0,-2.0,-1.0,1.0,3.0,-2.699,-2.496,-3.522,-0.964,1317.0,131.0,Gottfridsberg,Stadsdel,Yttre staden,6,1,Standard
Fridsberg,2025,0.0,85.714,76.1,2.61,23.889,12.3,0.0,18.33,16.7,470.0,1.709,1.626,1.802,608.6,538.3,657.6,0.28,69.0,1.7,1.0,0.755,92.0,96.596,81.064,89.362,81.858,79.745,121.1,46.3,0.052,0.48,0.6,0.714,1.0,50.638,0.835,0.2,71.368,0.0,257.0,466.9,425.2,533.2,150.419,8.1,5.5,5.0,14.255,1.1,89.3,90.476,88.034,0.6,3.8,9.362,9.664,9.052,6.596,90.07,73.889,3.404,122.0,234.0,114.0,-14.0,44.0,182.0,2.0,0.0,4.0,13.0,248.0,28.0,180.0,33.0,144.0,3.0,4.0,30.0,12.0,6.0,12.0,5.0,1.0,470.0,34.0,167.0,,,,,1.0,42.0,12.0,10.0,25.0,4.0,1.0,134.0,1.009,-235.0,17.0,16.0,-12.0,-13.0,1.0,0.0,-2.0,-4.0,-2.799,-2.651,-3.531,-0.993,1317.0,131.0,Gottfridsberg,Stadsdel,Yttre staden,6,1,Standard
Gamla Ekkällan,2015,12.2,,50.9,1.71,34.615,37.2,1.6,59.6,6.0,355.0,2.51,1.653,3.39,305.8,238.5,346.2,0.371,80.0,59.6,1.0,3.5,81.0,80.967,43.202,56.193,68.891,69.965,69.3,40.5,1.885,0.95,0.864,1.328,1.086,51.831,16.1,6.3,47.28,0.6,223.0,212.7,177.5,253.7,94.828,27.6,3.333,4.0,7.887,45.4,72.385,66.116,78.814,6.7,1.6,13.521,14.13,12.865,9.296,81.929,5.288,7.606,47.0,239.0,69.0,14.0,91.0,236.0,2.0,1.0,6.0,343.0,182.0,73.0,208.0,124.0,65.0,19.0,134.0,85.0,29.0,19.0,38.0,8.0,10.0,355.0,47.0,113.0,,,,,0.0,64.0,14.0,22.0,40.0,7.0,3.0,11.0,0.485,161.0,37.0,21.0,21.0,-2.0,16.0,7.0,-1.0,-3.0,-0.054,-0.564,4.043,-0.235,1353.0,135.0,Ekkällan,Stadsdel,Yttre staden,3,1,Standard
Gamla Ekkällan,2016,7.9,,50.9,1.71,36.574,33.1,1.5,60.6,6.0,369.0,3.15,3.419,2.92,299.4,263.4,345.2,0.366,80.0,57.9,1.0,3.3,79.0,80.967,43.202,56.193,76.304,72.025,69.3,40.5,0.941,0.887,1.0,1.119,1.136,49.593,12.5,6.3,45.276,0.9,201.0,214.3,181.0,251.3,93.377,31.5,3.267,4.0,6.504,45.4,75.984,70.94,80.292,6.7,1.6,17.073,14.754,19.355,13.279,81.929,5.093,7.588,44.0,254.0,71.0,14.0,91.0,236.0,0.0,4.0,8.0,190.0,202.0,72.0,216.0,131.0,68.0,17.0,134.0,94.0,28.0,28.0,47.0,9.0,10.0,369.0,50.0,115.0,,,,,9.0,84.0,20.0,28.0,53.0,5.0,6.0,11.0,0.453,-12.0,37.0,25.0,10.0,-6.0,12.0,4.0,4.0,0.0,-0.442,-0.228,4.043,0.217,1353.0,135.0,Ekkällan,Stadsdel,Yttre staden,3,1,Standard
Gamla Ekkällan,2017,17.2,,48.3,1.59,37.799,34.5,1.7,65.1,7.2,331.0,2.62,1.887,3.252,302.6,247.1,347.0,0.353,71.0,56.9,1.0,3.1,83.0,80.967,43.202,56.193,71.21,70.765,69.0,43.5,1.211,0.589,0.639,0.63,0.607,49.849,14.7,6.3,44.105,1.0,252.0,212.1,181.3,256.2,89.873,46.2,3.333,4.0,5.438,46.9,74.236,72.642,75.61,6.7,1.6,12.689,13.333,12.048,9.063,81.929,4.785,9.063,34.0,229.0,68.0,-38.0,91.0,235.0,4.0,3.0,6.0,218.0,180.0,74.0,209.0,136.0,61.0,12.0,134.0,63.0,23.0,23.0,33.0,4.0,3.0,331.0,43.0,101.0,,,,,5.0,100.0,30.0,36.0,56.0,9.0,5.0,10.0,0.445,38.0,27.0,39.0,-37.0,-23.0,-12.0,-2.0,-1.0,-13.0,-0.25,0.379,4.217,-0.44,1353.0,135.0,Ekkällan,Stadsdel,Yttre staden,3,1,Standard
Gamla Ekkällan,2018,12.5,,51.4,1.58,39.904,33.8,1.0,63.9,7.2,328.0,3.111,2.752,3.448,319.4,270.8,357.8,0.387,89.0,54.8,1.0,3.4,90.0,79.268,42.988,55.488,75.685,66.841,69.6,44.2,1.114,0.977,0.933,0.971,1.049,51.524,12.7,6.3,46.222,0.0,225.0,228.3,179.0,267.8,93.719,35.6,3.667,4.0,5.183,46.2,74.667,69.725,79.31,5.3,1.7,10.366,10.059,10.692,7.622,84.542,5.288,8.537,31.0,225.0,72.0,-3.0,91.0,236.0,2.0,1.0,7.0,195.0,175.0,67.0,208.0,133.0,65.0,10.0,134.0,67.0,18.0,28.0,43.0,5.0,1.0,328.0,46.0,104.0,,,,,1.0,69.0,14.0,30.0,44.0,6.0,5.0,11.0,0.458,20.0,23.0,20.0,-2.0,-1.0,3.0,-4.0,-1.0,-2.0,-0.655,-0.077,3.864,-0.712,1353.0,135.0,Ekkällan,Stadsdel,Yttre staden,3,1,Standard
Gamla Ekkällan,2019,9.5,,49.3,1.6,39.713,32.6,1.0,62.2,5.7,334.0,2.575,1.835,3.226,320.8,258.9,370.7,0.365,84.0,55.0,1.0,1.7,90.0,82.934,46.108,58.084,69.841,71.375,69.4,43.4,1.392,0.646,0.786,1.0,1.028,48.802,13.6,6.3,42.06,0.0,191.0,229.4,192.0,269.0,90.851,42.7,3.933,4.0,2.994,47.4,74.249,70.642,77.419,6.2,1.7,11.976,12.27,11.696,8.683,84.542,5.263,8.683,28.0,233.0,73.0,6.0,91.0,236.0,1.0,6.0,6.0,259.0,186.0,76.0,209.0,130.0,67.0,12.0,134.0,64.0,16.0,22.0,31.0,8.0,9.0,334.0,47.0,98.0,,,,,6.0,64.0,14.0,28.0,48.0,2.0,0.0,11.0,0.433,73.0,24.0,16.0,0.0,-17.0,8.0,9.0,5.0,-6.0,-0.905,0.295,4.003,-0.573,1353.0,135.0,Ekkällan,Stadsdel,Yttre staden,3,1,Standard
Gamla Ekkällan,2020,8.7,,48.6,1.58,37.5,37.0,1.3,62.5,7.4,342.0,2.979,0.909,4.8,333.2,274.2,366.5,0.37,55.0,57.4,1.0,3.8,87.0,77.193,45.322,58.772,74.816,73.591,68.4,43.2,1.136,0.974,0.92,1.113,1.159,49.708,14.0,6.3,46.383,0.3,224.0,234.1,199.8,271.5,91.553,41.4,3.4,4.0,3.216,46.8,72.34,68.182,76.0,4.6,3.2,14.327,14.706,13.953,10.819,84.542,5.093,8.48,34.0,235.0,73.0,8.0,91.0,236.0,2.0,2.0,7.0,209.0,184.0,73.0,216.0,135.0,69.0,12.0,134.0,79.0,32.0,23.0,37.0,7.0,3.0,342.0,43.0,109.0,,,,,3.0,71.0,24.0,25.0,38.0,6.0,3.0,11.0,0.455,25.0,39.0,30.0,8.0,-1.0,9.0,0.0,0.0,-2.0,-0.099,0.364,4.281,-0.297,1353.0,135.0,Ekkällan,Stadsdel,Yttre staden,3,1,Standard
Gamla Ekkällan,2021,5.3,,47.6,1.51,39.524,36.8,0.7,67.1,7.1,316.0,1.794,0.917,2.632,352.4,266.9,392.3,0.423,80.0,54.8,1.0,2.4,84.0,81.646,45.253,58.861,68.035,69.226,69.3,46.0,0.911,0.565,0.622,0.714,0.83,50.316,16.2,6.3,45.74,0.7,231.0,237.6,202.9,293.1,88.492,53.9,3.267,4.0,3.165,44.8,74.439,72.477,76.316,4.8,1.7,12.975,13.208,12.739,10.443,84.542,5.238,8.544,24.0,223.0,69.0,-26.0,91.0,236.0,4.0,2.0,4.0,163.0,179.0,68.0,210.0,141.0,59.0,10.0,134.0,60.0,19.0,23.0,35.0,4.0,2.0,316.0,46.0,102.0,,,,,3.0,84.0,16.0,37.0,62.0,3.0,3.0,11.0,0.417,-16.0,23.0,19.0,-24.0,-27.0,4.0,-1.0,-2.0,-14.0,-0.139,0.904,3.835,-0.433,1353.0,135.0,Ekkällan,Stadsdel,Yttre staden,3,1,Standard
Gamla Ekkällan,2022,17.4,,45.0,1.53,37.441,34.3,1.0,67.3,7.1,323.0,2.609,0.909,4.167,339.4,285.6,404.1,0.371,63.0,57.3,1.0,3.1,87.0,77.09,41.486,51.393,70.676,66.71,69.7,45.5,0.607,1.116,1.143,1.056,1.047,49.226,16.9,5.7,49.13,0.3,208.0,250.9,205.6,308.2,89.8,58.1,3.133,4.0,2.786,44.5,76.522,79.091,74.167,5.2,3.4,14.241,11.321,17.073,12.074,81.647,5.213,6.502,29.0,230.0,64.0,7.0,91.0,236.0,1.0,4.0,6.0,116.0,191.0,59.0,211.0,142.0,60.0,9.0,134.0,75.0,18.0,32.0,48.0,6.0,3.0,323.0,48.0,113.0,,,,,4.0,71.0,24.0,28.0,43.0,3.0,1.0,11.0,0.404,-75.0,24.0,27.0,4.0,5.0,-3.0,2.0,3.0,4.0,0.162,1.111,4.548,-0.268,1353.0,135.0,Ekkällan,Stadsdel,Yttre staden,3,1,Standard
