Nr,Rent_Namn,Målvakt,Nationalitet,Alias,Född,Avled,Klubb,Tid,Mat,Mål,Anteckningar
4154,"NILSSON, GERT-ARNE",Nej,SWE,,1941-10-31,2019-04-08,MALMÖ FF,1960-1967,64,0,
4136,"NILSSON, GERT-INGMAR",Nej,SWE,JÄTTEN,1944-04-15,,IS HALMIA,1963,2,1,EGEN PR
3490,"NILSSON, GRY",Nej,SWE,,1933-01-07,2023-03-22,HELSINGBORGS IF,1951,1,0,SEN RÅÅ
1449,"NILSSON, GUNNAR",Nej,SWE,,1904-03-03,1985-09-08,HELSINGBORGS IF,1929,3,1,
3484,"NILSSON, GUNNAR",Nej,SWE,,1932-02-25,2017-08-18,HALMSTADS BK,1956,6,2,
1455,"NILSSON, GUNVALD",Nej,SWE,,1905-02-27,1992-01-07,LANDSKRONA BoIS,1926-1928,28,0,
1451,"NILSSON, GUSTAF",Nej,SWE,,1900-09-14,1977-02-10,HELSINGBORGS IF,1925,3,0,BROR OSKAR+STURE
2805,"NILSSON, GUSTAF",Nej,SWE,KAL,1922-10-20,2004-10-23,MALMÖ FF,1942-1950,132,65,
2805,"NILSSON, GUSTAF",Nej,SWE,KAL,1922-10-20,2004-10-23,RÅÅ IF,1951-1952,30,13,
8727,"NILSSON, GUSTAF",Nej,SWE,,1997-05-23,,FALKENBERGS FF,2014-2020,37,8,
8727,"NILSSON, GUSTAF",Nej,SWE,,1997-05-23,,BK HÄCKEN,2019-2020,19,2,
1448,"NILSSON, GÖSTA",Nej,SWE,PEGGE,1891-12-07,1967-12-19,HAMMARBY IF,1925,2,0,
1471,"NILSSON, GÖSTA",Nej,SWE,,1906-11-14,1985-07-02,LANDSKRONA BoIS,1929,1,0,
2772,"NILSSON, GÖSTA",Nej,SWE,PRÖJSARN,1920-10-10,1963-10-30,AIK,1946-1955,161,31,
2292,"NILSSON, GÖSTA D Y",Nej,SWE,,1908-01-17,1981-10-18,MALMÖ FF,1932,2,0,
1456,"NILSSON, GÖSTA D Ä",Nej,SWE,BRYSTING,1896-07-31,1939-05-15,IFK MALMÖ,1925-1926,13,4,
4159,"NILSSON, GÖTE",Ja,SWE,TIGERN,1935-05-31,2022-08-16,SANDVIKENS IF,1960-1961,13,0,FR ISLINGBY
7782,"NILSSON, HAMPUS",Ja,SWE,,1990-07-17,,DJURGÅRDENS IF,2015-2016,8,0,
7782,"NILSSON, HAMPUS",Ja,SWE,,1990-07-17,,ÖSTERSUNDS FK,2016,6,0,
7782,"NILSSON, HAMPUS",Ja,SWE,,1990-07-17,,FALKENBERGS FF,2019,21,0,
2032,"NILSSON, HANS",Nej,SWE,,1917-01-26,2000-06-28,GÅRDA BK,1939,2,1,
2771,"NILSSON, HANS",Nej,SWE,,1916-10-20,1977-01-03,AIK,1943,1,0,"FR REYMERS, EJ TERPO"
3512,"NILSSON, HANS",Nej,SWE,,1929-04-13,2016-06-20,SANDVIKENS IF,1956-1961,24,1,
4128,"NILSSON, HANS",Nej,SWE,TRISSE,1941-11-07,,DJURGÅRDENS IF,1962-1973,165,61,
4128,"NILSSON, HANS",Nej,SWE,TRISSE,1941-11-07,,IK SIRIUS,1974,26,4,
1467,"NILSSON, HARRY",Nej,SWE,,1905-09-19,1978-11-26,GAIS,1928-1930,12,2,
2021,"NILSSON, HARRY",Nej,SWE,,1916-01-05,1993-02-02,LANDSKRONA BoIS,1935-1942,146,0,
2021,"NILSSON, HARRY",Nej,SWE,,1916-01-05,1993-02-02,AIK,1942-1951,167,0,
2293,"NILSSON, HELGE",Nej,SWE,AGI,1909-12-29,1981-04-14,LANDSKRONA BoIS,1932,1,0,
0566,"NILSSON, HENRIK",Nej,SWE,,1972-07-25,,MALMÖ FF,1991-1995,91,1,
0566,"NILSSON, HENRIK",Nej,SWE,,1972-07-25,,LANDSKRONA BoIS,2002-2004,67,6,
2038,"NILSSON, HENRY",Nej,SWE,,1914-04-30,1987-12-07,HALMSTADS BK,1935-1945,64,1,
2778,"NILSSON, HENRY",Nej,SWE,FORSHAGA,1921-02-07,1998-01-13,DEGERFORS IF,1944-1952,154,19,
1452,"NILSSON, HUGO",Nej,SWE,,1903-06-11,1975-02-27,LANDSKRONA BoIS,1925-1926,15,2,
4151,"NILSSON, HUGO",Nej,SWE,,1932-05-28,2015-01-10,JÖNKÖPINGS SÖDRA IF,1960,21,0,TORD 61
6348,"NILSSON, HÅKAN",Nej,SWE,,1970-01-29,,TRELLEBORGS FF,1996-1999,70,2,UTV DAN
4146,"NILSSON, INGEMAR",Nej,SWE,,1940-06-07,,HELSINGBORGS IF,1965-1968,86,0,
3496,"NILSSON, IVAR",Nej,SWE,PIE,1923-11-13,2008-11-10,KALMAR FF,1954,3,1,
4706,"NILSSON, JAN",Nej,SWE,,1947-02-04,1999-01-21,AIK,1971,1,0,
4714,"NILSSON, JAN",Nej,SWE,LILL-JANNE,1953-08-15,,IFK GÖTEBORG,1977-1978,37,9,
4725,"NILSSON, JAN",Nej,SWE,SÖVESTA,1949-02-10,,LANDSKRONA BoIS,1971,4,0,
5112,"NILSSON, JAN-ERIK",Nej,SWE,BIFFEN,1964-05-20,,IFK GÖTEBORG,1983,2,0,UTV LUXEMBURG
0567,"NILSSON, JENS",Nej,SWE,,1972-07-30,,IFK NORRKÖPING,1991-1992,20,4,
0567,"NILSSON, JENS",Nej,SWE,,1972-07-30,,KALMAR FF,1999,24,3,
2792,"NILSSON, JERKER",Nej,SWE,,1918-09-13,2008-10-14,ÖRGRYTE IS,1937-1940,4,2,ÖIS 36-42
2792,"NILSSON, JERKER",Nej,SWE,,1918-09-13,2008-10-14,GÅRDA BK,1943,3,0,
5501,"NILSSON, JOAKIM",Nej,SWE,,1966-03-31,,MALMÖ FF,1987-1990,60,3,
5501,"NILSSON, JOAKIM",Nej,SWE,,1966-03-31,,LANDSKRONA BoIS,1994,5,0,
6939,"NILSSON, JOAKIM",Nej,SWE,+INGVES,1985-05-16,,MALMÖ FF,2003-2008,45,0,
6939,"NILSSON, JOAKIM",Nej,SWE,+INGVES,1985-05-16,,TRELLEBORGS FF,2009-2011,61,4,
8728,"NILSSON, JOAKIM",Nej,SWE,,1994-02-06,,GIF SUNDSVALL,2015,20,2,
8728,"NILSSON, JOAKIM",Nej,SWE,,1994-02-06,,IF ELFSBORG,2016-2019,84,5,
9704,"NILSSON, JOEL",Nej,SWE,,1994-07-11,,MJÄLLBY AIF,2020-2021,54,5,
9704,"NILSSON, JOEL",Nej,SWE,,1994-07-11,,HAMMARBY IF,2022-2023,38,7,
1067,"NILSSON, JOHN",Nej,SWE,JOMPA,1905-08-14,1978-10-22,AIK,1927-1936,150,62,
1070,"NILSSON, JOHN",Nej,SWE,TJODDE,1909-09-04,1988-09-13,LANDSKRONA BoIS,1928-1942,288,69,
2020,"NILSSON, JOHN",Nej,SWE,LONG-JOHN,1908-04-27,1987-12-01,GAIS,1930-1937,78,67,
2020,"NILSSON, JOHN",Nej,SWE,LONG-JOHN,1908-04-27,1987-12-01,AIK,1935-1936,31,18,
2779,"NILSSON, JOHN",Nej,SWE,,1923-05-25,1979-06-13,DEGERFORS IF,1941-1952,108,26,
6004,"NILSSON, JONAS",Nej,SWE,AXFLO,1970-07-08,,HALMSTADS BK,1993,1,0,
6004,"NILSSON, JONAS",Nej,SWE,AXFLO,1970-07-08,,ÖRGRYTE IS,1995-1997,37,1,
6004,"NILSSON, JONAS",Nej,SWE,AXFLO,1970-07-08,,TRELLEBORGS FF,1999-2001,77,20,
4730,"NILSSON, JÖRGEN",Nej,SWE,,1952-06-16,2013-12-26,ÅTVIDABERGS FF,1974-1978,22,0,
2045,"NILSSON, KARL-ERIK",Nej,SWE,,1918-08-16,1995-10-15,MALMÖ FF,1938-1942,22,4,SEN LIMHAMN
2813,"NILSSON, KARL-ERIK",Nej,SWE,BÄLLSTA,1914-04-12,1993-09-03,IK SLEIPNER,1940-1941,7,1,
4731,"NILSSON, KENNETH",Nej,SWE,,1944-12-13,,ÖRGRYTE IS,1970-1976,134,1,
4940,"NILSSON, KENNETH",Nej,SWE,,1957-08-22,,IS HALMIA,1979,26,1,FR SLÖINGE VIA OSKARSTRÖM
2799,"NILSSON, KJELL",Nej,SWE,KITTA ORUP,1920-02-09,2009-09-05,LANDSKRONA BoIS,1940-1949,59,11,
3498,"NILSSON, KJELL",Nej,SWE,BEDDINGE,1934-06-28,2004-01-18,MALMÖ FF,1958,1,0,FR KULLADAL
3505,"NILSSON, KJELL-VI",Nej,SWE,,1922-12-28,2002-08-11,IFK MALMÖ,1953,1,0,"FR FLAGG,KVAL 52"
4155,"NILSSON, KJELL-ÅKE",Nej,SWE,,1943-01-02,2001-07-13,MALMÖ FF,1962-1963,11,3,GUNNARSTORP 1966
4127,"NILSSON, KURT-ARNE",Ja,SWE,,1940-08-14,1991-09-30,DEGERFORS IF,1960-1961,2,0,
6898,"NILSSON, LARS",Nej,SWE,,1982-01-03,,IF ELFSBORG,2002-2017,223,59,
4713,"NILSSON, LARS-ERIK",Nej,SWE,,1946-12-04,,IFK GÖTEBORG,1970,1,0,
4143,"NILSSON, LARS-OVE",Nej,SWE,LOKET,1943-05-29,,HELSINGBORGS IF,1962-1967,72,4,
4143,"NILSSON, LARS-OVE",Nej,SWE,LOKET,1943-05-29,,LANDSKRONA BoIS,1971-1973,48,2,
3502,"NILSSON, LEIF",Nej,SWE,,1935-05-13,2016-12-27,IFK MALMÖ,1953-1961,27,9,SEN ODDEVOLD
5120,"NILSSON, LEIF",Nej,SWE,,1957-07-23,,HALMSTADS BK,1982-1983,20,0,
5338,"NILSSON, LEIF",Nej,SWE,,1963-07-10,,DJURGÅRDENS IF,1986-1992,124,0,
0562,"NILSSON, LEIF",Ja,SWE,,1967-10-28,,LANDSKRONA BoIS,1994,2,0,
3478,"NILSSON, LENNART",Nej,SWE,,1937-04-19,2001-01-05,IFK GÖTEBORG,1957-1964,166,0,
3495,"NILSSON, LENNART",Nej,SWE,NUBBEN,1928-10-19,2002-01-06,JÖNKÖPINGS SÖDRA IF,1951-1954,6,0,FR JÖNK BK
4927,"NILSSON, LENNART",Nej,SWE,,1959-01-01,,IF ELFSBORG,1978-1986,171,42,
4927,"NILSSON, LENNART",Nej,SWE,,1959-01-01,,IFK GÖTEBORG,1987-1990,47,12,
6320,"NILSSON, LUCAS",Nej,SWE,,1973-07-16,,DJURGÅRDENS IF,1996-1999,26,4,
6320,"NILSSON, LUCAS",Nej,SWE,,1973-07-16,,KALMAR FF,2002,6,0,
5484,"NILSSON, MAGNUS",Nej,SWE,,1962-05-15,,KALMAR FF,1986,8,0,
6143,"NILSSON, MAGNUS",Nej,SWE,,1975-07-28,,LANDSKRONA BoIS,1994,4,0,
8951,"NILSSON, MALCOLM",Ja,SWE,+SÄFQVIST,1993-08-03,,HALMSTADS BK,2015-2023,50,0,
7556,"NILSSON, MARCUS",Nej,SWE,,1988-02-26,,HELSINGBORGS IF,2007-2011,83,2,
7556,"NILSSON, MARCUS",Nej,SWE,,1988-02-26,,KALMAR FF,2014-2015,48,1,
2043,"NILSSON, MARTIN",Nej,SWE,PEDER,1909-11-10,1961-04-10,LANDSKRONA BoIS,1933,19,1,
3472,"NILSSON, MATS",Nej,SWE,,1930-02-18,1992-02-19,DEGERFORS IF,1952-1956,57,8,
5974,"NILSSON, MATTIAS",Nej,SWE,,1973-01-31,,IK BRAGE,1993,8,0,
9679,"NILSSON, MELKER",Nej,SWE,,2000-04-26,,FALKENBERGS FF,2020,7,0,
5417,"NILSSON, MIKAEL",Nej,SWE,,1968-09-28,,IFK GÖTEBORG,1988-2000,300,21,
5863,"NILSSON, MIKAEL",Nej,SWE,,1967-06-16,,DJURGÅRDENS IF,1991-1995,53,0,
6834,"NILSSON, MIKAEL",Nej,SWE,,1978-06-24,,HALMSTADS BK,2000-2004,104,17,
1381,"NILSSON, MIKAEL",Nej,SWE,,1985-08-19,,IF BROMMAPOJKARNA,2007-2009,19,2,
5685,"NILSSON, MORGAN",Nej,SWE,,1971-04-03,,GAIS,1990-1992,55,3,
5685,"NILSSON, MORGAN",Nej,SWE,,1971-04-03,,ÖRGRYTE IS,1993-2002,175,6,
1068,"NILSSON, NILS",Nej,SWE,GÄVLE,1901-11-11,1982-02-04,AIK,1926-1933,137,8,
1472,"NILSSON, NILS",Nej,SWE,PEGEN,1904-01-26,1985-03-15,IFK MALMÖ,1929,19,4,"FD LUNDS BK, MFF"
3475,"NILSSON, NILS",Nej,SWE,DUBBEL-NISSE,1936-03-08,2017-06-24,DJURGÅRDENS IF,1959,2,1,
4729,"NILSSON, NILS",Nej,SWE,,1947-08-19,,ÅTVIDABERGS FF,1973-1975,33,11,
2793,"NILSSON, NILS VIKTOR",Nej,SWE,,1922-09-03,1996-09-09,IS HALMIA,1944-1947,16,3,
4148,"NILSSON, NILS-ARNE",Nej,SWE,,1943-08-31,2019-02-19,HÖGADALS IS,1962,16,2,
0572,"NILSSON, OLA",Nej,SWE,,1973-08-22,,HELSINGBORGS IF,1993-2002,225,1,
2042,"NILSSON, OLLE",Nej,SWE,,1911-03-25,2001-10-19,HELSINGBORGS IF,1939,13,1,
1441,"NILSSON, OSCAR",Nej,SWE,,1900-06-11,1965-06-04,IK CITY,1926,22,0,
1450,"NILSSON, OSKAR",Nej,SWE,CHESTER,1904-09-16,1982-01-19,HELSINGBORGS IF,1925,2,0,
1470,"NILSSON, OSKAR",Nej,SWE,,1907-04-03,1974-02-28,STATTENA IF,1928,4,0,
4707,"NILSSON, OVE",Nej,SWE,KRONBLOM,1951-11-07,2006-08-15,AIK,1975,23,8,"MKL RÅDA IK,FR DEGERFORS"
2783,"NILSSON, OVE",Ja,SWE,,1918-08-17,2010-01-17,HALMSTADS BK,1943-1944,43,0,ÖIS 44-47 24/0
2783,"NILSSON, OVE",Ja,SWE,,1918-08-17,2010-01-17,DJURGÅRDENS IF,1947-1953,109,0,
4732,"NILSSON, OWE",Nej,SWE,,1946-10-01,,ÖRGRYTE IS,1971,6,0,
6021,"NILSSON, PATRIC",Nej,SWE,,1965-09-17,,BK HÄCKEN,1993-1994,33,2,
7827,"NILSSON, PATRICK",Nej,SWE,,1986-06-22,,TRELLEBORGS FF,2007,5,0,
3476,"NILSSON, PER",Nej,SWE,,1935-08-01,2022-11-06,IF ELFSBORG,1954,2,0,
5047,"NILSSON, PER",Nej,SWE,HAHRS,1959-03-13,,AIK,1981-1983,19,4,
6670,"NILSSON, PER",Nej,SWE,,1982-09-15,,GIF SUNDSVALL,2000-2001,40,1,
6670,"NILSSON, PER",Nej,SWE,,1982-09-15,,AIK,2001-2004,66,3,
3489,"NILSSON, PER-ARNE",Nej,SWE,ÅRNEBY,1934-02-18,2015-07-27,HELSINGBORGS IF,1952,6,0,"SEN DERBY 55/56, ÅTV"
2048,"NILSSON, PER",Ja,SWE,PELLE,1912-07-01,2005-05-23,IK SLEIPNER,1937,15,0,
2048,"NILSSON, PER",Ja,SWE,PELLE,1912-07-01,2005-05-23,IFK NORRKÖPING,1942-1943,2,0,
3504,"NILSSON, PER-ÅKE",Nej,SWE,,1924-07-17,2004-04-25,IFK MALMÖ,1953,2,0,FR LUNDS BK
5068,"NILSSON, PER-ÅKE",Nej,SWE,,1962-07-21,,IK BRAGE,1983,2,0,
5037,"NILSSON, PETER",Nej,SWE,,1958-08-08,,ÖSTERS IF,1978-1981,100,21,
5037,"NILSSON, PETER",Nej,SWE,,1958-08-08,,KALMAR FF,1984-1986,58,7,
5037,"NILSSON, PETER",Nej,SWE,,1958-08-08,,ÖREBRO SK,1989-1991,56,1,
6742,"NILSSON, PETER",Nej,SWE,,1974-02-01,,VÄSTRA FRÖLUNDA IF,1999,12,1,EM SPANIEN
1454,"NILSSON, REINHOLD",Nej,SWE,,1905-08-31,1994-08-04,LANDSKRONA BoIS,1926,1,0,
5308,"NILSSON, RHONNY",Nej,SWE,,1958-07-03,,IK BRAGE,1980-1988,155,18,FR SVEGS IK
5638,"NILSSON, RICKARD",Nej,SWE,,1969-12-18,,ÖRGRYTE IS,1988-1990,25,0,
7618,"NILSSON, ROBIN",Nej,SWE,TOMELILLA,1988-09-15,,MALMÖ FF,2008-2009,13,0,
7618,"NILSSON, ROBIN",Nej,SWE,TOMELILLA,1988-09-15,,GEFLE IF,2014-2016,88,1,
7618,"NILSSON, ROBIN",Nej,SWE,TOMELILLA,1988-09-15,,TRELLEBORGS FF,2018,27,1,
2810,"NILSSON, ROLAND",Nej,SWE,,1919-03-27,1985-11-11,REYMERSHOLMS IK,1942,3,0,
5403,"NILSSON, ROLAND",Nej,SWE,,1963-11-27,,IFK GÖTEBORG,1983-1989,114,7,
5403,"NILSSON, ROLAND",Nej,SWE,,1963-11-27,,HELSINGBORGS IF,1994-2000,104,10,
5403,"NILSSON, ROLAND",Nej,SWE,,1963-11-27,,GAIS,2006,1,0,
4147,"NILSSON, ROLF",Ja,SWE,SKABBEN,1932-09-15,2018-08-03,HELSINGBORGS IF,1967,21,0,
4147,"NILSSON, ROLF",Ja,SWE,SKABBEN,1932-09-15,2018-08-03,LANDSKRONA BoIS,1979,1,0,
5311,"NILSSON, ROLF-OLA",Nej,SWE,,1958-06-08,,IK BRAGE,1981-1988,127,10,
4982,"NILSSON, RONNY",Nej,SWE,,1951-08-07,,LANDSKRONA BoIS,1979,18,4,
5145,"NILSSON, ROY",Nej,SWE,,1960-07-30,,BK HÄCKEN,1983,15,2,
1442,"NILSSON, RUBEN",Nej,SWE,BRANDKÅRN,1899-12-30,1977-09-27,IFK ESKILSTUNA,1925-1932,110,35,FR VERDANDI
9996,"NILSSON, SEBASTIAN",Nej,SWE,,2003-02-01,,KALMAR FF,2022,1,0,
8354,"NILSSON, SIMON",Nej,SWE,,1992-07-01,,MJÄLLBY AIF,2011-2014,21,0,
3477,"NILSSON, SIXTEN",Nej,SWE,,1931-01-05,1992-08-14,GAIS,1954-1958,34,5,FR VIDKÄRR
4723,"NILSSON, STEFAN",Nej,SWE,,1952-12-18,,LANDSKRONA BoIS,1971-1980,198,10,
4727,"NILSSON, STEFAN",Nej,SWE,,1955-08-24,,IK SIRIUS,1974,26,3,
2803,"NILSSON, STELLAN",Nej,SWE,,1922-05-28,2003-05-27,MALMÖ FF,1941-1950,179,68,
4131,"NILSSON, STELLAN",Nej,SWE,,1946-05-21,,IFK GÖTEBORG,1969-1970,10,0,
4708,"NILSSON, STELLAN",Nej,SWE,,1956-03-26,2017-07-25,AIK,1977,2,0,FR HALMIA
2796,"NILSSON, STIG",Nej,SWE,KORPRALEN,1921-06-12,2007-08-19,HELSINGBORGS IF,1948,3,1,
2796,"NILSSON, STIG",Nej,SWE,KORPRALEN,1921-06-12,2007-08-19,RÅÅ IF,1952,7,1,
3483,"NILSSON, STIG",Nej,SWE,,1931-07-28,2008-05-27,MALMÖ FF,1951,3,0,SEN LEDARE
3483,"NILSSON, STIG",Nej,SWE,,1931-07-28,2008-05-27,HALMSTADS BK,1959,11,6,
4121,"NILSSON, STIG",Nej,SWE,,1942-09-28,,AIK,1968,1,0,
2784,"NILSSON, STIG-CF",Nej,SWE,PIGGEN,1922-08-23,2010-08-21,IF ELFSBORG,1949,1,0,
3710,"NILSSON, STIG-HB """,Nej,SWE,TAGESVENLJUNGA,1929-09-16,2007-08-02,IF ELFSBORG,1952,6,0,
2801,"NILSSON, STIG",Ja,SWE,SIFFE BEREMARK,1921-04-09,2012-12-30,LANDSKRONA BoIS,1941-1942,7,0,SIGFRIDS
2801,"NILSSON, STIG",Ja,SWE,SIFFE BEREMARK,1921-04-09,2012-12-30,LUDVIKA FFI,1945,22,0,
1458,"NILSSON, STURE",Nej,SWE,"NITTON""STUSSE",1903-12-01,1988-01-27,IFK NORRKÖPING,1925-1926,5,0,
1468,"NILSSON, STURE",Nej,SWE,STUDS NEDEMO,1906-07-18,1991-04-23,HELSINGBORGS IF,1928-1930,36,0,
2039,"NILSSON, SVEN",Nej,SWE,SVENNE,1914-02-20,1995-10-26,HALMSTADS BK,1934-1944,48,9,
2046,"NILSSON, SVEN",Nej,SWE,,1909-06-15,1983-03-05,MALMÖ FF,1932-1941,124,1,
3482,"NILSSON, SVEN",Nej,SWE,,1934-06-07,1995-03-24,HALMSTADS BK,1955-1959,45,2,
4149,"NILSSON, SVEN",Nej,SWE,,1937-07-17,1999-09-21,HÖGADALS IS,1962,9,0,FR FINSPÅNG
2025,"NILSSON, SVEN",Ja,SWE,MÖSS-NISSE,1918-10-12,1999-12-27,DEGERFORS IF,1939-1946,21,0,
3507,"NILSSON, SÖREN",Nej,SWE,,1931-11-22,2017-05-16,MOTALA AIF,1958,33,6,
5529,"NILSSON, SÖREN",Nej,SWE,,1961-04-06,,IFK NORRKÖPING,1982-1986,39,1,
4150,"NILSSON, SÖREN",Ja,SWE,,1940-05-11,2009-03-12,HÖGADALS IS,1962,6,0,HÄLLARYDS IF
5320,"NILSSON, THOMAS",Nej,SWE,,1955-08-02,,IK BRAGE,1980-1988,133,31,
5702,"NILSSON, THOMAS",Nej,SWE,,1965-03-30,,HAMMARBY IF,1990,9,1,FR NYNÄSHAMN
7547,"NILSSON, TOBIAS",Nej,SWE,,1986-02-20,,ÅTVIDABERGS FF,2012,22,0,
7547,"NILSSON, TOBIAS",Nej,SWE,,1986-02-20,,JÖNKÖPINGS SÖDRA IF,2016,8,0,
5470,"NILSSON, TOM",Nej,SWE,,1970-07-22,,HAMMARBY IF,1988-1990,11,0,
4716,"NILSSON, TORBJÖRN",Nej,SWE,TOTTE,1954-07-09,,IFK GÖTEBORG,1977-1986,153,88,POJKL I HALLSTAH SK
1440,"NILSSON, TORE",Nej,SWE,,1900-02-10,1986-08-23,AIK,1925,1,0,
2789,"NILSSON, TORE",Nej,SWE,,1918-06-15,1977-03-31,IFK ESKILSTUNA,1943,1,0,
3506,"NILSSON, TORE",Ja,SWE,,1924-06-12,2005-08-28,IFK MALMÖ,1953,1,0,
2816,"NILSSON, TORGNY",Nej,SWE,,1917-08-08,1974-05-05,ÖREBRO SK,1947-1952,39,0,
3501,"NILSSON, ULF",Nej,SWE,,1935-09-01,2016-09-04,IFK MALMÖ,1959-1962,76,3,"FR KVARNBY, ALLIANS"
2028,"NILSSON, UNO",Nej,SWE,,1917-03-05,2004-02-20,IFK ESKILSTUNA,1935-1943,23,5,
2794,"NILSSON, UNO",Nej,SWE,,1914-02-22,2006-10-27,HALMSTADS BK,1943,1,1,
8527,"NILSSON, VIKTOR",Nej,SWE,,1993-07-14,,MJÄLLBY AIF,2013-2014,20,0,
8527,"NILSSON, VIKTOR",Nej,SWE,,1993-07-14,,TRELLEBORGS FF,2018,4,0,
8729,"NILSSON, VIKTOR",Nej,SWE,,1995-06-08,,IF ELFSBORG,2015,1,0,
2294,"NILSSON, WILLI",Ja,SWE,,1908-11-21,2001-08-26,HELSINGBORGS IF,1930,1,0,
9991,"NILSSON, WILLIAM",Nej,SWE,,2004-10-24,,BK HÄCKEN,2022,1,0,
2780,"NILSSON, ÅKE",Nej,SWE,,1924-10-11,2012-05-17,DEGERFORS IF,1944-1953,9,0,
2800,"NILSSON, ÅKE",Nej,SWE,,1924-03-07,1994-04-04,LANDSKRONA BoIS,1945,1,0,
7061,"NILSSON GUIOMAR, JOHAN",Nej,SWE,,1985-03-15,,MALMÖ FF,2004-2006,6,0,
7061,"NILSSON GUIOMAR, JOHAN",Nej,SWE,,1985-03-15,,TRELLEBORGS FF,2010-2011,23,0,
9541,"NILSSÖN, ANTON",Nej,SWE,,2004-02-26,,HELSINGBORGS IF,2022,2,0,
6950,"NISKALA, MIKA",Nej,FIN,,1981-03-28,,IFK NORRKÖPING,2001,2,0,
9790,"NISSEN, FREDRIK",Nej,SWE,,2005-03-28,,IF BROMMAPOJKARNA,2023,10,0,
4719,"NISSMO, JAN",Nej,SWE,,1949-09-16,,HALMSTADS BK,1972-1975,68,1,
3510,"NIVA, ROLAND",Nej,SWE,,1928-12-26,2011-09-18,IFK NORRKÖPING,1953-1954,20,8,
9459,NIXON,Nej,BRA,N.DARLANIO REIS CARDOSO,1992-07-20,,KALMAR FF,2018,7,0,
8857,"NKILI, AYANDA",Nej,RSA,,1990-10-09,,ÖREBRO SK,2014-2015,33,0,
9583,"NNAMANI, SAMUEL",Nej,NIG,,1995-06-03,,ATHLETIC FC ESKILSTU,2019,28,7,ONYEDIKACHUKWU
9242,"NOAH, DIVINE",Nej,GHA,,1996-04-20,,ÖREBRO SK,2017,13,0,
7450,"NOMVETHE, SIYABONGA",Nej,RSA,,1977-12-02,,DJURGÅRDENS IF,2005,5,1,
9178,"NOOR, FARSHAD",Nej,AFG/NE,,1994-10-02,,ATHLETIC FC ESKILSTU,2017,8,0,
4139,"NORBERG, BERNT",Nej,SWE,,1943-03-12,2022-05-28,HAMMARBY IF,1965,9,0,FR ÄLGARNA
5980,"NORBERG, FREDRIK",Nej,SWE,,1974-10-14,,IK BRAGE,1993,4,0,
7165,"NORBERG, FREDRIK",Nej,SWE,,1983-01-16,,GIF SUNDSVALL,2002-2004,18,0,
4140,"NORBERG, LEIF",Nej,SWE,,1944-09-29,,HAMMARBY IF,1965,1,0,
2817,"NORBERG, PER",Nej,SWE,-ERIK PÄRA,1921-12-06,2002-09-27,ÖREBRO SK,1947,1,0,
1446,"NORBERG, REINHOLD",Nej,SWE,RENNE,1899-04-08,1965-12-23,HAMMARBY IF,1925,21,0,
4158,"NORBLAD, KRISTER",Nej,SWE,,1946-07-22,,IFK NORRKÖPING,1968-1978,134,17,
3511,"NORBÄCK, LENNART",Nej,SWE,,1921-10-29,1995-01-08,SANDVIKENS IF,1954-1957,47,0,EV +2 MATCHER
4156,"NORD, BERTIL",Ja,SWE,,1944-03-14,,MALMÖ FF,1961-1963,9,0,
2776,"NORDAHL, BERTIL",Nej,SWE,HOCKY,1917-07-26,1998-12-01,DEGERFORS IF,1943-1949,126,1,
2777,"NORDAHL, GUNNAR",Nej,SWE,,1921-10-19,1995-09-15,DEGERFORS IF,1941-1944,77,58,
2777,"NORDAHL, GUNNAR",Nej,SWE,,1921-10-19,1995-09-15,IFK NORRKÖPING,1945-1949,92,93,
3488,"NORDAHL, GÖSTA",Nej,SWE,,1928-11-22,2003-03-01,IFK NORRKÖPING,1950-1954,56,14,
3488,"NORDAHL, GÖSTA",Nej,SWE,,1928-11-22,2003-03-01,IFK HOLMSUND,1967,22,0,
2807,"NORDAHL, KNUT",Nej,SWE,,1920-01-13,1984-10-28,IFK NORRKÖPING,1942-1950,167,40,
4124,"NORDAHL, NILS",Nej,SWE,,1935-05-04,,IK BRAGE,1966,6,0,
4710,"NORDAHL, PER-GÖSTA",Ja,SWE,,1955-08-21,,BK DERBY,1977,24,0,
3492,"NORDAHL, SVEN-ERIK",Nej,SWE,,1930-10-16,2019-07-12,HELSINGBORGS IF,1952,4,3,
4126,"NORDAHL, THOMAS",Nej,SWE,,1946-05-24,,DEGERFORS IF,1964,14,4,
4126,"NORDAHL, THOMAS",Nej,SWE,,1946-05-24,,ÖREBRO SK,1965-1978,252,106,
6508,"NORDBACK, FREDRIK",Nej,FIN,NOBBE,1979-03-20,,ÖREBRO SK,1997-2011,245,18,
7472,"NORDBECK, DAVID",Nej,SWE,,1978-05-25,,ASSYRISKA FF,2005,24,2,
7472,"NORDBECK, DAVID",Nej,SWE,,1978-05-25,,IFK NORRKÖPING,2008,1,0,
5428,"NORDBERG, BJÖRN",Ja,SWE,,1966-06-21,,HALMSTADS BK,1984-1998,89,0,
2040,"NORDBERG, ERIK",Nej,SWE,,1908-12-22,1998-07-04,HALMSTADS BK,1934,3,0,
4734,"NORDENBERG, MATS",Nej,SWE,,1948-11-09,,ÖSTERS IF,1970-1978,187,8,
8156,"NORDENBERG, PONTUS",Nej,SWE,,1995-02-16,,ÅTVIDABERGS FF,2014-2015,31,0,
